00ZH               20131030                                                                                   
0601ZHB9N       20140101001555100000005000 0900002610000168   
0601ZHB9N       20140101001560100000005000 0900002670000171   
0601ZHB9N       20140101001565100000005000 0900002730000174   
0601ZHB9N       20140101001570100000005000 0900002780000177   
0601ZHB9N       20140101001575100000005000 0900002830000179   
0601ZHB9N       20140101001580100000005000 0900002890000183   
0601ZHB9N       20140101001585100000005000 0900002950000186   
0601ZHB9N       20140101001590100000005000 0900003000000188   
0601ZHB9N       20140101001595100000005000 0900003050000191   
0601ZHB9N       20140101001600100000200000 0900000000000249   
0601ZHB9N       20140101001800100000200000 0900000000000402   
0601ZHB9N       20140101002000100000500000 0900000000000707   
0601ZHB9N       20140101002500100000500000 0900000000001091   
0601ZHB9N       20140101003000100000500000 0900000000001385   
0601ZHB9N       20140101003500100000500000 0900000000001623   
0601ZHB9N       20140101004000100000500000 0900000000001824   
0601ZHB9N       20140101004500100000500000 0900000000001996   
0601ZHB9N       20140101005000100005000000 0900000000002560   
0601ZHB9N       20140101010000100005000000 0900000000002793   
0601ZHB0Y       20140101000000100000080000 0000000040000052   
0601ZHB0Y       20140101000080100000005000 0000000040000048   
0601ZHB0Y       20140101000085100000005000 0000000040000046   
0601ZHB0Y       20140101000090100000005000 0000000040000043   
0601ZHB0Y       20140101000095100000005000 0000000040000041   
0601ZHB0Y       20140101000100100000005000 0000000040000039   
0601ZHB0Y       20140101000105100000005000 0000000040000037   
0601ZHB0Y       20140101000110100000005000 0000000040000036   
0601ZHB0Y       20140101000115100000005000 0000000040000034   
0601ZHB0Y       20140101000120100000005000 0000000040000033   
0601ZHB0Y       20140101000125100000005000 0000000040000031   
0601ZHB0Y       20140101000130100000005000 0000000040000030   
0601ZHB0Y       20140101000135100000005000 0000000040000029   
0601ZHB0Y       20140101000140100000005000 0000000040000028   
0601ZHB0Y       20140101000145100000005000 0000000040000027   
0601ZHB0Y       20140101000150100000005000 0000000040000026   
0601ZHB0Y       20140101000155100000005000 0000000040000025   
0601ZHB0Y       20140101000160100000005000 0000000040000025   
0601ZHB0Y       20140101000165100000005000 0000000040000024   
0601ZHB0Y       20140101000170100000005000 0000000040000023   
0601ZHB0Y       20140101000175100000005000 0000000040000023   
0601ZHB0Y       20140101000180100000005000 0000000040000022   
0601ZHB0Y       20140101000185100000005000 0000000040000021   
0601ZHB0Y       20140101000190100000005000 0000000040000021   
0601ZHB0Y       20140101000195100000005000 0000000040000020   
0601ZHB0Y       20140101000200100000005000 0000000040000020   
0601ZHB0Y       20140101000205100000005000 0000000040000019   
0601ZHB0Y       20140101000210100000005000 0000000040000019   
0601ZHB0Y       20140101000215100000005000 0000000040000018   
0601ZHB0Y       20140101000220100000005000 0000000040000018   
0601ZHB0Y       20140101000225100000005000 0000000040000018   
0601ZHB0Y       20140101000230100000005000 0000000040000017   
0601ZHB0Y       20140101000235100000005000 0000000040000017   
0601ZHB0Y       20140101000240100000005000 0000000040000016   
0601ZHB0Y       20140101000245100000005000 0000000040000016   
0601ZHB0Y       20140101000250100000005000 0000000040000016   
0601ZHB0Y       20140101000255100000005000 0000000070000027   
0601ZHB0Y       20140101000260100000005000 0000000080000030   
0601ZHB0Y       20140101000265100000005000 0000000100000037   
0601ZHB0Y       20140101000270100000005000 0000000120000044   
0601ZHB0Y       20140101000275100000005000 0000000140000050   
0601ZHB0Y       20140101000280100000005000 0000000160000057   
0601ZHB0Y       20140101000285100000005000 0000000170000059   
0601ZHB0Y       20140101000290100000005000 0000000190000065   
0601ZHB0Y       20140101000295100000005000 0000000210000071   
0601ZHB0Y       20140101000300100000005000 0000000230000076   
0601ZHB0Y       20140101000305100000005000 0000000250000081   
0601ZHB0Y       20140101000310100000005000 0000000270000086   
0601ZHB0Y       20140101000315100000005000 0000000300000094   
0601ZHB0Y       20140101000320100000005000 0000000330000102   
0601ZHB0Y       20140101000325100000005000 0000000350000107   
0601ZHB0Y       20140101000330100000005000 0000000380000114   
0601ZHB0Y       20140101000335100000005000 0000000410000121   
0601ZHB0Y       20140101000340100000005000 0000000440000128   
0601ZHB0Y       20140101000345100000005000 0000000470000135   
0601ZHB0Y       20140101000350100000005000 0000000490000139   
0601ZHB0Y       20140101000355100000005000 0000000520000145   
0601ZHB0Y       20140101000360100000005000 0000000550000152   
0601ZHB0Y       20140101000365100000005000 0000000580000158   
0601ZHB0Y       20140101000370100000005000 0000000600000161   
0601ZHB0Y       20140101000375100000005000 0000000640000170   
0601ZHB0Y       20140101000380100000005000 0000000660000173   
0601ZHB0Y       20140101000385100000005000 0000000690000178   
0601ZHB0Y       20140101000390100000005000 0000000730000186   
0601ZHB0Y       20140101000395100000005000 0000000770000194   
0601ZHB0Y       20140101000400100000005000 0000000830000206   
0601ZHB0Y       20140101000405100000005000 0000000870000213   
0601ZHB0Y       20140101000410100000005000 0000000910000221   
0601ZHB0Y       20140101000415100000005000 0000000950000228   
0601ZHB0Y       20140101000420100000005000 0000000990000234   
0601ZHB0Y       20140101000425100000005000 0000001030000241   
0601ZHB0Y       20140101000430100000005000 0000001070000247   
0601ZHB0Y       20140101000435100000005000 0000001110000254   
0601ZHB0Y       20140101000440100000005000 0000001160000262   
0601ZHB0Y       20140101000445100000005000 0000001200000268   
0601ZHB0Y       20140101000450100000005000 0000001240000274   
0601ZHB0Y       20140101000455100000005000 0000001280000280   
0601ZHB0Y       20140101000460100000005000 0000001320000285   
0601ZHB0Y       20140101000465100000005000 0000001360000291   
0601ZHB0Y       20140101000470100000005000 0000001400000296   
0601ZHB0Y       20140101000475100000005000 0000001440000302   
0601ZHB0Y       20140101000480100000005000 0000001490000309   
0601ZHB0Y       20140101000485100000005000 0000001540000316   
0601ZHB0Y       20140101000490100000005000 0000001600000325   
0601ZHB0Y       20140101000495100000005000 0000001650000332   
0601ZHB0Y       20140101000500100000005000 0000001700000338   
0601ZHB0Y       20140101000505100000005000 0000001750000345   
0601ZHB0Y       20140101000510100000005000 0000001800000351   
0601ZHB0Y       20140101000515100000005000 0000001850000357   
0601ZHB0Y       20140101000520100000005000 0000001900000364   
0601ZHB0Y       20140101000525100000005000 0000001950000370   
0601ZHB0Y       20140101000530100000005000 0000002010000377   
0601ZHB0Y       20140101000535100000005000 0000002060000383   
0601ZHB0Y       20140101000540100000005000 0000002100000387   
0601ZHB0Y       20140101000545100000005000 0000002150000393   
0601ZHB0Y       20140101000550100000005000 0000002200000398   
0601ZHB0Y       20140101000555100000005000 0000002250000404   
0601ZHB0Y       20140101000560100000005000 0000002300000409   
0601ZHB0Y       20140101000565100000005000 0000002350000414   
0601ZHB0Y       20140101000570100000005000 0000002410000421   
0601ZHB0Y       20140101000575100000005000 0000002460000426   
0601ZHB0Y       20140101000580100000005000 0000002510000431   
0601ZHB0Y       20140101000585100000005000 0000002560000436   
0601ZHB0Y       20140101000590100000005000 0000002620000442   
0601ZHB0Y       20140101000595100000005000 0000002660000445   
0601ZHB0Y       20140101000600100000005000 0000002720000451   
0601ZHB0Y       20140101000605100000005000 0000002780000458   
0601ZHB0Y       20140101000610100000005000 0000002840000464   
0601ZHB0Y       20140101000615100000005000 0000002900000470   
0601ZHB0Y       20140101000620100000005000 0000002950000474   
0601ZHB0Y       20140101000625100000005000 0000003010000480   
0601ZHB0Y       20140101000630100000005000 0000003060000484   
0601ZHB0Y       20140101000635100000005000 0000003130000491   
0601ZHB0Y       20140101000640100000005000 0000003180000495   
0601ZHB0Y       20140101000645100000005000 0000003240000500   
0601ZHB0Y       20140101000650100000005000 0000003290000504   
0601ZHB0Y       20140101000655100000005000 0000003360000511   
0601ZHB0Y       20140101000660100000005000 0000003410000515   
0601ZHB0Y       20140101000665100000005000 0000003470000520   
0601ZHB0Y       20140101000670100000005000 0000003520000523   
0601ZHB0Y       20140101000675100000005000 0000003580000528   
0601ZHB0Y       20140101000680100000005000 0000003640000533   
0601ZHB0Y       20140101000685100000005000 0000003710000540   
0601ZHB0Y       20140101000690100000005000 0000003760000543   
0601ZHB0Y       20140101000695100000005000 0000003830000549   
0601ZHB0Y       20140101000700100000005000 0000003900000555   
0601ZHB0Y       20140101000705100000005000 0000003950000558   
0601ZHB0Y       20140101000710100000005000 0000004020000564   
0601ZHB0Y       20140101000715100000005000 0000004070000567   
0601ZHB0Y       20140101000720100000005000 0000004140000573   
0601ZHB0Y       20140101000725100000005000 0000004200000577   
0601ZHB0Y       20140101000730100000005000 0000004260000582   
0601ZHB0Y       20140101000735100000005000 0000004320000586   
0601ZHB0Y       20140101000740100000005000 0000004400000593   
0601ZHB0Y       20140101000745100000005000 0000004460000597   
0601ZHB0Y       20140101000750100000005000 0000004540000603   
0601ZHB0Y       20140101000755100000005000 0000004600000607   
0601ZHB0Y       20140101000760100000005000 0000004680000614   
0601ZHB0Y       20140101000765100000005000 0000004740000618   
0601ZHB0Y       20140101000770100000005000 0000004820000624   
0601ZHB0Y       20140101000775100000005000 0000004880000628   
0601ZHB0Y       20140101000780100000005000 0000004960000634   
0601ZHB0Y       20140101000785100000005000 0000005030000639   
0601ZHB0Y       20140101000790100000005000 0000005100000644   
0601ZHB0Y       20140101000795100000005000 0000005170000648   
0601ZHB0Y       20140101000800100000005000 0000005240000653   
0601ZHB0Y       20140101000805100000005000 0000005310000658   
0601ZHB0Y       20140101000810100000005000 0000005370000661   
0601ZHB0Y       20140101000815100000005000 0000005450000667   
0601ZHB0Y       20140101000820100000005000 0000005510000670   
0601ZHB0Y       20140101000825100000005000 0000005590000676   
0601ZHB0Y       20140101000830100000005000 0000005650000679   
0601ZHB0Y       20140101000835100000005000 0000005730000684   
0601ZHB0Y       20140101000840100000005000 0000005790000687   
0601ZHB0Y       20140101000845100000005000 0000005870000693   
0601ZHB0Y       20140101000850100000005000 0000005940000697   
0601ZHB0Y       20140101000855100000005000 0000006020000702   
0601ZHB0Y       20140101000860100000005000 0000006080000705   
0601ZHB0Y       20140101000865100000005000 0000006160000710   
0601ZHB0Y       20140101000870100000005000 0000006230000714   
0601ZHB0Y       20140101000875100000005000 0000006310000719   
0601ZHB0Y       20140101000880100000005000 0000006390000724   
0601ZHB0Y       20140101000885100000005000 0000006460000728   
0601ZHB0Y       20140101000890100000005000 0000006540000733   
0601ZHB0Y       20140101000895100000005000 0000006610000736   
0601ZHB0Y       20140101000900100000005000 0000006690000741   
0601ZHB0Y       20140101000905100000005000 0000006760000745   
0601ZHB0Y       20140101000910100000005000 0000006840000750   
