00LU               20141215                                                                                   
0601LUC4N       20150101002100100000005000 0400036780001749   
0601LUC4N       20150101002105100000005000 0400036940001753   
0601LUC4N       20150101002110100000005000 0400037070001755   
0601LUC4N       20150101002115100000005000 0400037210001757   
0601LUC4N       20150101002120100000005000 0400037370001761   
0601LUC4N       20150101002125100000005000 0400037500001763   
0601LUC4N       20150101002130100000005000 0400037640001765   
0601LUC4N       20150101002135100000005000 0400037800001768   
0601LUC4N       20150101002140100000005000 0400037930001770   
0601LUC4N       20150101002145100000005000 0400038070001773   
0601LUC4N       20150101002150100000005000 0400038230001776   
0601LUC4N       20150101002155100000005000 0400038370001778   
0601LUC4N       20150101002160100000005000 0400038500001780   
0601LUC4N       20150101002165100000005000 0400038660001784   
0601LUC4N       20150101002170100000005000 0400038800001786   
0601LUC4N       20150101002175100000005000 0400038930001788   
0601LUC4N       20150101002180100000005000 0400039090001791   
0601LUC4N       20150101002185100000005000 0400039230001793   
0601LUC4N       20150101002190100000005000 0400039360001795   
0601LUC4N       20150101002195100000005000 0400039520001798   
0601LUC4N       20150101002200100000005000 0400039660001801   
0601LUC4N       20150101002205100000005000 0400039790001802   
0601LUC4N       20150101002210100000005000 0400039950001806   
0601LUC4N       20150101002215100000005000 0400040090001808   
0601LUC4N       20150101002220100000005000 0400040230001810   
0601LUC4N       20150101002225100000005000 0400040390001813   
0601LUC4N       20150101002230100000005000 0400040520001815   
0601LUC4N       20150101002235100000005000 0400040660001817   
0601LUC4N       20150101002240100000005000 0400040820001820   
0601LUC4N       20150101002245100000005000 0400040950001822   
0601LUC4N       20150101002250100000005000 0400041090001824   
0601LUC4N       20150101002255100000005000 0400041250001827   
0601LUC4N       20150101002260100000005000 0400041390001829   
0601LUC4N       20150101002265100000005000 0400041520001831   
0601LUC4N       20150101002270100000005000 0400041670001834   
0601LUC4N       20150101002275100000005000 0400041820001836   
0601LUC4N       20150101002280100000005000 0400041950001838   
0601LUC4N       20150101002285100000005000 0400042100001840   
0601LUC4N       20150101002290100000005000 0400042250001843   
0601LUC4N       20150101002295100000005000 0400042390001845   
0601LUC4N       20150101002300100000005000 0400042530001847   
0601LUC4N       20150101002305100000005000 0400042680001850   
0601LUC4N       20150101002310100000005000 0400042820001852   
0601LUC4N       20150101002315100000005000 0400042970001854   
0601LUC4N       20150101002320100000005000 0400043120001857   
0601LUC4N       20150101002325100000005000 0400043250001858   
0601LUC4N       20150101002330100000005000 0400043400001861   
0601LUC4N       20150101002335100000005000 0400043550001863   
0601LUC4N       20150101002340100000005000 0400043690001865   
0601LUC4N       20150101002345100000005000 0400043830001867   
0601LUC4N       20150101002350100000005000 0400043980001870   
0601LUC4N       20150101002355100000005000 0400044120001871   
0601LUC4N       20150101002360100000005000 0400044270001874   
0601LUC4N       20150101002365100000005000 0400044420001876   
0601LUC4N       20150101002370100000005000 0400044550001878   
0601LUC4N       20150101002375100000005000 0400044690001880   
0601LUC4N       20150101002380100000005000 0400044850001882   
0601LUC4N       20150101002385100000005000 0400044990001884   
0601LUC4N       20150101002390100000005000 0400045120001886   
0601LUC4N       20150101002395100000005000 0400045280001889   
0601LUC4N       20150101002400100000005000 0400045420001891   
0601LUC4N       20150101002405100000005000 0400045560001892   
0601LUC4N       20150101002410100000005000 0400045720001895   
0601LUC4N       20150101002415100000005000 0400045850001897   
0601LUC4N       20150101002420100000005000 0400045990001898   
0601LUC4N       20150101002425100000005000 0400046150001901   
0601LUC4N       20150101002430100000005000 0400046290001903   
0601LUC4N       20150101002435100000005000 0400046420001904   
0601LUC4N       20150101002440100000005000 0400046590001907   
0601LUC4N       20150101002445100000005000 0400046720001909   
0601LUC4N       20150101002450100000005000 0400046860001911   
0601LUC4N       20150101002455100000005000 0400047020001913   
0601LUC4N       20150101002460100000005000 0400047160001915   
0601LUC4N       20150101002465100000005000 0400047290001917   
0601LUC4N       20150101002470100000005000 0400047460001920   
0601LUC4N       20150101002475100000005000 0400047590001921   
0601LUC4N       20150101002480100000005000 0400047730001923   
0601LUC4N       20150101002485100000005000 0400047890001925   
0601LUC4N       20150101002490100000005000 0400048030001927   
0601LUC4N       20150101002495100000005000 0400048160001928   
0601LUC4N       20150101002500100000005000 0400048330001931   
0601LUC4N       20150101002505100000005000 0400048460001933   
0601LUC4N       20150101002510100000005000 0400048600001934   
0601LUC4N       20150101002515100000005000 0400048760001937   
0601LUC4N       20150101002520100000005000 0400048900001939   
0601LUC4N       20150101002525100000005000 0400049030001940   
0601LUC4N       20150101002530100000005000 0400049200001943   
0601LUC4N       20150101002535100000005000 0400049330001944   
0601LUC4N       20150101002540100000005000 0400049470001946   
0601LUC4N       20150101002545100000005000 0400049630001948   
0601LUC4N       20150101002550100000005000 0400049770001950   
0601LUC4N       20150101002555100000005000 0400049910001952   
0601LUC4N       20150101002560100000005000 0400050070001954   
0601LUC4N       20150101002565100000005000 0400050200001955   
0601LUC4N       20150101002570100000005000 0400050340001957   
0601LUC4N       20150101002575100000005000 0400050500001959   
0601LUC4N       20150101002580100000005000 0400050640001961   
0601LUC4N       20150101002585100000005000 0400050780001963   
0601LUC4N       20150101002590100000005000 0400050940001965   
0601LUC4N       20150101002595100000005000 0400051080001967   
0601LUC4N       20150101002600100000005000 0400051210001968   
0601LUC4N       20150101002605100000005000 0400051380001970   
0601LUC4N       20150101002610100000005000 0400051510001972   
0601LUC4N       20150101002615100000005000 0400051650001973   
0601LUC4N       20150101002620100000005000 0400051810001976   
0601LUC4N       20150101002625100000005000 0400051950001977   
0601LUC4N       20150101002630100000005000 0400052090001979   
0601LUC4N       20150101002635100000005000 0400052250001981   
0601LUC4N       20150101002640100000005000 0400052390001983   
0601LUC4N       20150101002645100000005000 0400052520001984   
0601LUC4N       20150101002650100000005000 0400052690001986   
0601LUC4N       20150101002655100000005000 0400052820001988   
0601LUC4N       20150101002660100000005000 0400052960001989   
0601LUC4N       20150101002665100000005000 0400053120001991   
0601LUC4N       20150101002670100000005000 0400053260001993   
0601LUC4N       20150101002675100000005000 0400053400001994   
0601LUC4N       20150101002680100000005000 0400053560001997   
0601LUC4N       20150101002685100000005000 0400053700001998   
0601LUC4N       20150101002690100000005000 0400053830001999   
0601LUC4N       20150101002695100000005000 0400054000002002   
0601LUC4N       20150101002700100000005000 0400054130002003   
0601LUC4N       20150101002705100000005000 0400054270002004   
0601LUC4N       20150101002710100000005000 0400054430002007   
0601LUC4N       20150101002715100000005000 0400054570002008   
0601LUC4N       20150101002720100000005000 0400054710002010   
0601LUC4N       20150101002725100000005000 0400054870002012   
0601LUC4N       20150101002730100000005000 0400055010002013   
0601LUC4N       20150101002735100000005000 0400055140002014   
0601LUC4N       20150101002740100000005000 0400055310002017   
0601LUC4N       20150101002745100000005000 0400055440002018   
0601LUC4N       20150101002750100000005000 0400055580002019   
0601LUC4N       20150101002755100000005000 0400055740002021   
0601LUC4N       20150101002760100000005000 0400055880002023   
0601LUC4N       20150101002765100000005000 0400056020002024   
0601LUC4N       20150101002770100000005000 0400056180002026   
0601LUC4N       20150101002775100000005000 0400056320002028   
0601LUC4N       20150101002780100000005000 0400056460002029   
0601LUC4N       20150101002785100000005000 0400056620002031   
0601LUC4N       20150101002790100000005000 0400056760002033   
0601LUC4N       20150101002795100000005000 0400056890002034   
0601LUC4N       20150101002800100000005000 0400057060002036   
0601LUC4N       20150101002805100000005000 0400057190002037   
0601LUC4N       20150101002810100000005000 0400057330002038   
0601LUC4N       20150101002815100000005000 0400057490002040   
0601LUC4N       20150101002820100000005000 0400057630002042   
0601LUC4N       20150101002825100000005000 0400057770002043   
0601LUC4N       20150101002830100000005000 0400057930002045   
0601LUC4N       20150101002835100000005000 0400058070002047   
0601LUC4N       20150101002840100000005000 0400058210002048   
0601LUC4N       20150101002845100000005000 0400058370002050   
0601LUC4N       20150101002850100000005000 0400058510002051   
0601LUC4N       20150101002855100000005000 0400058640002052   
0601LUC4N       20150101002860100000005000 0400058810002054   
0601LUC4N       20150101002865100000005000 0400058950002056   
0601LUC4N       20150101002870100000005000 0400059080002057   
0601LUC4N       20150101002875100000005000 0400059250002059   
0601LUC4N       20150101002880100000005000 0400059380002060   
0601LUC4N       20150101002885100000005000 0400059520002061   
0601LUC4N       20150101002890100000005000 0400059690002064   
0601LUC4N       20150101002895100000005000 0400059820002065   
0601LUC4N       20150101002900100000005000 0400059960002066   
0601LUC4N       20150101002905100000005000 0400060120002068   
0601LUC4N       20150101002910100000005000 0400060260002069   
0601LUC4N       20150101002915100000005000 0400060400002070   
0601LUC4N       20150101002920100000005000 0400060560002072   
0601LUC4N       20150101002925100000005000 0400060700002073   
0601LUC4N       20150101002930100000005000 0400060840002075   
