00BS               20151102                                                                                   
0601BSA7N       20160101005600100000050000 0700000000002732   
0601BSA7N       20160101005650100000050000 0700000000002738   
0601BSA7N       20160101005700100000050000 0700000000002745   
0601BSA7N       20160101005750100000050000 0700000000002751   
0601BSA7N       20160101005800100000050000 0700000000002758   
0601BSA7N       20160101005850100000050000 0700000000002764   
0601BSA7N       20160101005900100000050000 0700000000002770   
0601BSA7N       20160101005950100000050000 0700000000002776   
0601BSA7N       20160101006000100000050000 0700000000002781   
0601BSA7N       20160101006050100000050000 0700000000002787   
0601BSA7N       20160101006100100000050000 0700000000002793   
0601BSA7N       20160101006150100000050000 0700000000002799   
0601BSA7N       20160101006200100000050000 0700000000002804   
0601BSA7N       20160101006250100000050000 0700000000002810   
0601BSA7N       20160101006300100000050000 0700000000002815   
0601BSA7N       20160101006350100000050000 0700000000002820   
0601BSA7N       20160101006400100000050000 0700000000002825   
0601BSA7N       20160101006450100000050000 0700000000002830   
0601BSA7N       20160101006500100000050000 0700000000002835   
0601BSA7N       20160101006550100000050000 0700000000002840   
0601BSA7N       20160101006600100000050000 0700000000002845   
0601BSA7N       20160101006650100000050000 0700000000002850   
0601BSA7N       20160101006700100000050000 0700000000002855   
0601BSA7N       20160101006750100000050000 0700000000002859   
0601BSA7N       20160101006800100000050000 0700000000002864   
0601BSA7N       20160101006850100000050000 0700000000002868   
0601BSA7N       20160101006900100000050000 0700000000002873   
0601BSA7N       20160101006950100000050000 0700000000002877   
0601BSA7N       20160101007000100000050000 0700000000002882   
0601BSA7N       20160101007050100000050000 0700000000002886   
0601BSA7N       20160101007100100000050000 0700000000002890   
0601BSA7N       20160101007150100000050000 0700000000002894   
0601BSA7N       20160101007200100000050000 0700000000002898   
0601BSA7N       20160101007250100000050000 0700000000002902   
0601BSA7N       20160101007300100000050000 0700000000002906   
0601BSA7N       20160101007350100000050000 0700000000002910   
0601BSA7N       20160101007400100000050000 0700000000002914   
0601BSA7N       20160101007450100000050000 0700000000002918   
0601BSA7N       20160101007500100000050000 0700000000002922   
0601BSA7N       20160101007550100000050000 0700000000002925   
0601BSA7N       20160101007600100000050000 0700000000002929   
0601BSA7N       20160101007650100000050000 0700000000002933   
0601BSA7N       20160101007700100000050000 0700000000002936   
0601BSA7N       20160101007750100000050000 0700000000002939   
0601BSA7N       20160101007800100000050000 0700000000002942   
0601BSA7N       20160101007850100000050000 0700000000002944   
0601BSA7N       20160101007900100000050000 0700000000002947   
0601BSA7N       20160101007950100000050000 0700000000002949   
0601BSA7N       20160101008000100000050000 0700000000002952   
0601BSA7N       20160101008050100000050000 0700000000002954   
0601BSA7N       20160101008100100000050000 0700000000002956   
0601BSA7N       20160101008150100000050000 0700000000002959   
0601BSA7N       20160101008200100000050000 0700000000002961   
0601BSA7N       20160101008250100000050000 0700000000002963   
0601BSA7N       20160101008300100000050000 0700000000002965   
0601BSA7N       20160101008350100000050000 0700000000002967   
0601BSA7N       20160101008400100000050000 0700000000002970   
0601BSA7N       20160101008450100000050000 0700000000002972   
0601BSA7N       20160101008500100000050000 0700000000002974   
0601BSA7N       20160101008550100000050000 0700000000002976   
0601BSA7N       20160101008600100000050000 0700000000002978   
0601BSA7N       20160101008650100000050000 0700000000002980   
0601BSA7N       20160101008700100000050000 0700000000002982   
0601BSA7N       20160101008750100000050000 0700000000002984   
0601BSA7N       20160101008800100000050000 0700000000002986   
0601BSA7N       20160101008850100000050000 0700000000002988   
0601BSA7N       20160101008900100000050000 0700000000002990   
0601BSA7N       20160101008950100000050000 0700000000002992   
0601BSA7N       20160101009000100000050000 0700000000002994   
0601BSA7N       20160101009050100000050000 0700000000002996   
0601BSA7N       20160101009100100000050000 0700000000002997   
0601BSA7N       20160101009150100000050000 0700000000002999   
0601BSA7N       20160101009200100000050000 0700000000003001   
0601BSA7N       20160101009250100000050000 0700000000003003   
0601BSA7N       20160101009300100000050000 0700000000003005   
0601BSA7N       20160101009350100000050000 0700000000003007   
0601BSA7N       20160101009400100000050000 0700000000003008   
0601BSA7N       20160101009450100000050000 0700000000003010   
0601BSA7N       20160101009500100000050000 0700000000003012   
0601BSA7N       20160101009550100000050000 0700000000003013   
0601BSA7N       20160101009600100000050000 0700000000003015   
0601BSA7N       20160101009650100000050000 0700000000003017   
0601BSA7N       20160101009700100000050000 0700000000003018   
0601BSA7N       20160101009750100000050000 0700000000003020   
0601BSA7N       20160101009800100000050000 0700000000003022   
0601BSA7N       20160101009850100000050000 0700000000003023   
0601BSA7N       20160101009900100000050000 0700000000003025   
0601BSA7N       20160101009950100000050000 0700000000003026   
0601BSA7N       20160101010000100000100000 0700000000003028   
0601BSA7N       20160101010100100000100000 0700000000003031   
0601BSA7N       20160101010200100000100000 0700000000003034   
0601BSA7N       20160101010300100000100000 0700000000003037   
0601BSA7N       20160101010400100000100000 0700000000003040   
0601BSA7N       20160101010500100000100000 0700000000003043   
0601BSA7N       20160101010600100000100000 0700000000003046   
0601BSA7N       20160101010700100000100000 0700000000003048   
0601BSA7N       20160101010800100000100000 0700000000003051   
0601BSA7N       20160101010900100000100000 0700000000003053   
0601BSA7N       20160101011000100000100000 0700000000003056   
0601BSA7N       20160101011100100000100000 0700000000003058   
0601BSA7N       20160101011200100000100000 0700000000003061   
0601BSA7N       20160101011300100000100000 0700000000003063   
0601BSA7N       20160101011400100000100000 0700000000003066   
0601BSA7N       20160101011500100000100000 0700000000003068   
0601BSA7N       20160101011600100000100000 0700000000003070   
0601BSA7N       20160101011700100000100000 0700000000003073   
0601BSA7N       20160101011800100000100000 0700000000003075   
0601BSA7N       20160101011900100000100000 0700000000003077   
0601BSA7N       20160101012000100000100000 0700000000003079   
0601BSA7N       20160101012100100000100000 0700000000003081   
0601BSA7N       20160101012200100000100000 0700000000003083   
0601BSA7N       20160101012300100000100000 0700000000003085   
0601BSA7N       20160101012400100000100000 0700000000003087   
0601BSA7N       20160101012500100000100000 0700000000003089   
0601BSA7N       20160101012600100000100000 0700000000003091   
0601BSA7N       20160101012700100000100000 0700000000003093   
0601BSA7N       20160101012800100000100000 0700000000003095   
0601BSA7N       20160101012900100000100000 0700000000003097   
0601BSA7N       20160101013000100000100000 0700000000003098   
0601BSA7N       20160101013100100000100000 0700000000003100   
0601BSA7N       20160101013200100000100000 0700000000003102   
0601BSA7N       20160101013300100000100000 0700000000003104   
0601BSA7N       20160101013400100000100000 0700000000003105   
0601BSA7N       20160101013500100000100000 0700000000003107   
0601BSA7N       20160101013600100000100000 0700000000003109   
0601BSA7N       20160101013700100000100000 0700000000003110   
0601BSA7N       20160101013800100000100000 0700000000003112   
0601BSA7N       20160101013900100000100000 0700000000003113   
0601BSA7N       20160101014000100000100000 0700000000003115   
0601BSA7N       20160101014100100000100000 0700000000003117   
0601BSA7N       20160101014200100000100000 0700000000003118   
0601BSA7N       20160101014300100000100000 0700000000003120   
0601BSA7N       20160101014400100000100000 0700000000003121   
0601BSA7N       20160101014500100000100000 0700000000003123   
0601BSA7N       20160101014600100000100000 0700000000003124   
0601BSA7N       20160101014700100000100000 0700000000003125   
0601BSA7N       20160101014800100000100000 0700000000003127   
0601BSA7N       20160101014900100000100000 0700000000003128   
0601BSA7N       20160101015000100000100000 0700000000003129   
0601BSA7N       20160101015100100000100000 0700000000003131   
0601BSA7N       20160101015200100000100000 0700000000003132   
0601BSA7N       20160101015300100000100000 0700000000003133   
0601BSA7N       20160101015400100000100000 0700000000003135   
0601BSA7N       20160101015500100000100000 0700000000003136   
0601BSA7N       20160101015600100000100000 0700000000003137   
0601BSA7N       20160101015700100000100000 0700000000003139   
0601BSA7N       20160101015800100000100000 0700000000003140   
0601BSA7N       20160101015900100000100000 0700000000003141   
0601BSA7N       20160101016000100000100000 0700000000003142   
0601BSA7N       20160101016100100000100000 0700000000003143   
0601BSA7N       20160101016200100000100000 0700000000003145   
0601BSA7N       20160101016300100000100000 0700000000003146   
0601BSA7N       20160101016400100000100000 0700000000003147   
0601BSA7N       20160101016500100000100000 0700000000003148   
0601BSA7N       20160101016600100000100000 0700000000003149   
0601BSA7N       20160101016700100000100000 0700000000003150   
0601BSA7N       20160101016800100000100000 0700000000003151   
0601BSA7N       20160101016900100000100000 0700000000003152   
0601BSA7N       20160101017000100000100000 0700000000003153   
0601BSA7N       20160101017100100000100000 0700000000003154   
0601BSA7N       20160101017200100000100000 0700000000003155   
0601BSA7N       20160101017300100000100000 0700000000003156   
0601BSA7N       20160101017400100000100000 0700000000003158   
0601BSA7N       20160101017500100000100000 0700000000003159   
0601BSA7N       20160101017600100000100000 0700000000003159   
0601BSA7N       20160101017700100000100000 0700000000003160   
0601BSA7N       20160101017800100000100000 0700000000003161   
