00OW               20161205                                                                                   
0601OWA1Y       20170101001130100000005000 0100013820001220   
0601OWA1Y       20170101001135100000005000 0100013930001225   
0601OWA1Y       20170101001140100000005000 0100014020001227   
0601OWA1Y       20170101001145100000005000 0100014110001230   
0601OWA1Y       20170101001150100000005000 0100014200001232   
0601OWA1Y       20170101001155100000005000 0100014310001236   
0601OWA1Y       20170101001160100000005000 0100014410001240   
0601OWA1Y       20170101001165100000005000 0100014510001243   
0601OWA1Y       20170101001170100000005000 0100014610001246   
0601OWA1Y       20170101001175100000005000 0100014710001249   
0601OWA1Y       20170101001180100000005000 0100014830001254   
0601OWA1Y       20170101001185100000005000 0100014920001256   
0601OWA1Y       20170101001190100000005000 0100015020001260   
0601OWA1Y       20170101001195100000005000 0100015120001263   
0601OWA1Y       20170101001200100000005000 0100015240001267   
0601OWA1Y       20170101001205100000005000 0100015340001270   
0601OWA1Y       20170101001210100000005000 0100015440001273   
0601OWA1Y       20170101001215100000005000 0100015540001276   
0601OWA1Y       20170101001220100000005000 0100015630001279   
0601OWA1Y       20170101001225100000005000 0100015750001283   
0601OWA1Y       20170101001230100000005000 0100015850001286   
0601OWA1Y       20170101001235100000005000 0100015950001289   
0601OWA1Y       20170101001240100000005000 0100016050001292   
0601OWA1Y       20170101001245100000005000 0100016170001296   
0601OWA1Y       20170101001250100000005000 0100016260001298   
0601OWA1Y       20170101001255100000005000 0100016360001301   
0601OWA1Y       20170101001260100000005000 0100016480001305   
0601OWA1Y       20170101001265100000005000 0100016580001308   
0601OWA1Y       20170101001270100000005000 0100016680001311   
0601OWA1Y       20170101001275100000005000 0100016800001315   
0601OWA1Y       20170101001280100000005000 0100016890001317   
0601OWA1Y       20170101001285100000005000 0100016990001320   
0601OWA1Y       20170101001290100000005000 0100017110001324   
0601OWA1Y       20170101001295100000005000 0100017210001326   
0601OWA1Y       20170101001300100000005000 0100017310001329   
0601OWA1Y       20170101001305100000005000 0100017430001333   
0601OWA1Y       20170101001310100000005000 0100017530001336   
0601OWA1Y       20170101001315100000005000 0100017620001337   
0601OWA1Y       20170101001320100000005000 0100017740001341   
0601OWA1Y       20170101001325100000005000 0100017840001344   
0601OWA1Y       20170101001330100000005000 0100017940001346   
0601OWA1Y       20170101001335100000005000 0100018060001350   
0601OWA1Y       20170101001340100000005000 0100018160001353   
0601OWA1Y       20170101001345100000005000 0100018250001354   
0601OWA1Y       20170101001350100000005000 0100018370001358   
0601OWA1Y       20170101001355100000005000 0100018470001361   
0601OWA1Y       20170101001360100000005000 0100018570001363   
0601OWA1Y       20170101001365100000005000 0100018690001367   
0601OWA1Y       20170101001370100000005000 0100018790001369   
0601OWA1Y       20170101001375100000005000 0100018890001371   
0601OWA1Y       20170101001380100000005000 0100019000001374   
0601OWA1Y       20170101001385100000005000 0100019100001377   
0601OWA1Y       20170101001390100000005000 0100019200001379   
0601OWA1Y       20170101001395100000005000 0100019320001382   
0601OWA1Y       20170101001400100000005000 0100019420001385   
0601OWA1Y       20170101001405100000005000 0100019520001387   
0601OWA1Y       20170101001410100000005000 0100019630001390   
0601OWA1Y       20170101001415100000005000 0100019730001392   
0601OWA1Y       20170101001420100000005000 0100019830001394   
0601OWA1Y       20170101001425100000005000 0100019950001398   
0601OWA1Y       20170101001430100000005000 0100020050001400   
0601OWA1Y       20170101001435100000005000 0100020150001402   
0601OWA1Y       20170101001440100000005000 0100020270001405   
0601OWA1Y       20170101001445100000005000 0100020370001407   
0601OWA1Y       20170101001450100000005000 0100020470001409   
0601OWA1Y       20170101001455100000005000 0100020600001413   
0601OWA1Y       20170101001460100000005000 0100020710001416   
0601OWA1Y       20170101001465100000005000 0100020820001419   
0601OWA1Y       20170101001470100000005000 0100020950001423   
0601OWA1Y       20170101001475100000005000 0100021050001425   
0601OWA1Y       20170101001480100000005000 0100021160001427   
0601OWA1Y       20170101001485100000005000 0100021290001431   
0601OWA1Y       20170101001490100000005000 0100021400001434   
0601OWA1Y       20170101001495100000005000 0100021510001436   
0601OWA1Y       20170101001500100000500000 0100027320001561   
0601OWA1Y       20170101002000100000500000 0100039620001761   
0601OWA1Y       20170101002500100000500000 0100052080001894   
0601OWA1Y       20170101003000100000500000 0100064540001986   
0601OWA1Y       20170101003500100000500000 0100077020002054   
0601OWA1Y       20170101004000100000500000 0100089480002105   
0601OWA1Y       20170101004500100000500000 0100101940002146   
0601OWA1Y       20170101005000100000500000 0100114390002179   
0601OWA1Y       20170101005500100000500000 0100126880002207   
0601OWA1Y       20170101006000100000500000 0100139340002229   
0601OWA1Y       20170101006500100000500000 0100151790002249   
0601OWA1Y       20170101007000100000500000 0100164250002266   
0601OWA1Y       20170101007500100000500000 0100176000002271   
0601OWA1Y       20170101008000100000500000 0100187710002275   
0601OWA1Y       20170101008500100000500000 0100199410002279   
0601OWA1Y       20170101009000100000500000 0100211110002282   
0601OWA1Y       20170101009500100000500000 0100222840002286   
0601OWA1Y       20170101010000100000500000 0100234540002288   
0601OWA1Y       20170101010500100000500000 0100246250002291   
0601OWA1Y       20170101011000100000500000 0100257950002293   
0601OWA1Y       20170101011500100000500000 0100269680002295   
0601OWA1Y       20170101012000100000500000 0100281380002297   
0601OWA1Y       20170101012500100000500000 0100293080002299   
0601OWA1Y       20170101013000100000500000 0100304790002300   
0601OWA1Y       20170101013500100000500000 0100316510002302   
0601OWA1Y       20170101014000100000500000 0100328220002303   
0601OWA1Y       20170101014500100000500000 0100339920002305   
0601OWA1Y       20170101015000100000500000 0100351630002306   
0601OWA1Y       20170101015500100000500000 0100363350002307   
0601OWA1Y       20170101016000100000500000 0100375050002308   
0601OWA1Y       20170101016500100000500000 0100386760002309   
0601OWA1Y       20170101017000100000500000 0100398460002310   
0601OWA1Y       20170101017500100000500000 0100410190002311   
0601OWA1Y       20170101018000100000500000 0100421890002312   
0601OWA1Y       20170101018500100000500000 0100433600002313   
0601OWA1Y       20170101019000100000500000 0100445300002313   
0601OWA1Y       20170101019500100000500000 0100457030002314   
0601OWA2Y       20170101000000100000040000 0200000030000000   
0601OWA2Y       20170101000040100000005000 0200000030000071   
0601OWA2Y       20170101000045100000005000 0200000030000063   
0601OWA2Y       20170101000050100000005000 0200000030000057   
0601OWA2Y       20170101000055100000005000 0200000030000052   
0601OWA2Y       20170101000060100000005000 0200000030000048   
0601OWA2Y       20170101000065100000005000 0200000030000044   
0601OWA2Y       20170101000070100000005000 0200000030000041   
0601OWA2Y       20170101000075100000005000 0200000030000039   
0601OWA2Y       20170101000080100000005000 0200000030000036   
0601OWA2Y       20170101000085100000005000 0200000030000034   
0601OWA2Y       20170101000090100000005000 0200000030000032   
0601OWA2Y       20170101000095100000005000 0200000030000031   
0601OWA2Y       20170101000100100000005000 0200000030000029   
0601OWA2Y       20170101000105100000005000 0200000030000028   
0601OWA2Y       20170101000110100000005000 0200000030000027   
0601OWA2Y       20170101000115100000005000 0200000030000026   
0601OWA2Y       20170101000120100000005000 0200000030000024   
0601OWA2Y       20170101000125100000005000 0200000030000024   
0601OWA2Y       20170101000130100000005000 0200000030000023   
0601OWA2Y       20170101000135100000005000 0200000030000022   
0601OWA2Y       20170101000140100000005000 0200000030000021   
0601OWA2Y       20170101000145100000005000 0200000030000020   
0601OWA2Y       20170101000150100000005000 0200000030000020   
0601OWA2Y       20170101000155100000005000 0200000030000019   
0601OWA2Y       20170101000160100000005000 0200000030000018   
0601OWA2Y       20170101000165100000005000 0200000030000018   
0601OWA2Y       20170101000170100000005000 0200000030000017   
0601OWA2Y       20170101000175100000005000 0200000030000017   
0601OWA2Y       20170101000180100000005000 0200000030000016   
0601OWA2Y       20170101000185100000005000 0200000030000016   
0601OWA2Y       20170101000190100000005000 0200000030000016   
0601OWA2Y       20170101000195100000005000 0200000030000015   
0601OWA2Y       20170101000200100000005000 0200000030000015   
0601OWA2Y       20170101000205100000005000 0200000030000014   
0601OWA2Y       20170101000210100000005000 0200000030000014   
0601OWA2Y       20170101000215100000005000 0200000030000014   
0601OWA2Y       20170101000220100000005000 0200000030000013   
0601OWA2Y       20170101000225100000005000 0200000030000013   
0601OWA2Y       20170101000230100000005000 0200000030000013   
0601OWA2Y       20170101000235100000005000 0200000030000013   
0601OWA2Y       20170101000240100000005000 0200000030000012   
0601OWA2Y       20170101000245100000005000 0200000030000012   
0601OWA2Y       20170101000250100000005000 0200000030000012   
0601OWA2Y       20170101000255100000005000 0200000030000012   
0601OWA2Y       20170101000260100000005000 0200000030000011   
0601OWA2Y       20170101000265100000005000 0200000030000011   
0601OWA2Y       20170101000270100000005000 0200000030000011   
0601OWA2Y       20170101000275100000005000 0200000030000011   
0601OWA2Y       20170101000280100000005000 0200000030000011   
0601OWA2Y       20170101000285100000005000 0200000030000010   
0601OWA2Y       20170101000290100000005000 0200000030000010   
0601OWA2Y       20170101000295100000005000 0200000030000010   
0601OWA2Y       20170101000300100000005000 0200000030000010   
0601OWA2Y       20170101000305100000005000 0200000030000010   
0601OWA2Y       20170101000310100000005000 0200000030000010   
0601OWA2Y       20170101000315100000005000 0200000030000009   
0601OWA2Y       20170101000320100000005000 0200000030000009   
0601OWA2Y       20170101000325100000005000 0200000030000009   
0601OWA2Y       20170101000330100000005000 0200000030000009   
0601OWA2Y       20170101000335100000005000 0200000070000021   
0601OWA2Y       20170101000340100000005000 0200000130000038   
0601OWA2Y       20170101000345100000005000 0200000190000055   
0601OWA2Y       20170101000350100000005000 0200000260000074   
0601OWA2Y       20170101000355100000005000 0200000330000092   
0601OWA2Y       20170101000360100000005000 0200000390000108   
0601OWA2Y       20170101000365100000005000 0200000450000122   
0601OWA2Y       20170101000370100000005000 0200000530000142   
0601OWA2Y       20170101000375100000005000 0200000600000159   
0601OWA2Y       20170101000380100000005000 0200000660000173   
0601OWA2Y       20170101000385100000005000 0200000740000191   
0601OWA2Y       20170101000390100000005000 0200000810000206   
0601OWA2Y       20170101000395100000005000 0200000870000219   
0601OWA2Y       20170101000400100000005000 0200000940000234   
0601OWA2Y       20170101000405100000005000 0200001000000245   
