00BL               20161213                                                                                   
0601BLA1Y       20170101002615100000005000 0100074340002840   
0601BLA1Y       20170101002620100000005000 0100074530002842   
0601BLA1Y       20170101002625100000005000 0100074730002844   
0601BLA1Y       20170101002630100000005000 0100074920002846   
0601BLA1Y       20170101002635100000005000 0100075110002848   
0601BLA1Y       20170101002640100000005000 0100075310002850   
0601BLA1Y       20170101002645100000005000 0100075500002852   
0601BLA1Y       20170101002650100000005000 0100075690002854   
0601BLA1Y       20170101002655100000005000 0100075890002856   
0601BLA1Y       20170101002660100000005000 0100076080002857   
0601BLA1Y       20170101002665100000005000 0100076270002859   
0601BLA1Y       20170101002670100000005000 0100076470002861   
0601BLA1Y       20170101002675100000005000 0100076660002863   
0601BLA1Y       20170101002680100000005000 0100076850002865   
0601BLA1Y       20170101002685100000005000 0100077050002867   
0601BLA1Y       20170101002690100000005000 0100077240002869   
0601BLA1Y       20170101002695100000005000 0100077430002870   
0601BLA1Y       20170101002700100000005000 0100077630002873   
0601BLA1Y       20170101002705100000005000 0100077820002874   
0601BLA1Y       20170101002710100000005000 0100078010002876   
0601BLA1Y       20170101002715100000005000 0100078220002878   
0601BLA1Y       20170101002720100000005000 0100078410002880   
0601BLA1Y       20170101002725100000005000 0100078600002882   
0601BLA1Y       20170101002730100000005000 0100078800002884   
0601BLA1Y       20170101002735100000005000 0100078990002885   
0601BLA1Y       20170101002740100000005000 0100079180002887   
0601BLA1Y       20170101002745100000005000 0100079380002889   
0601BLA1Y       20170101002750100000005000 0100079570002891   
0601BLA1Y       20170101002755100000005000 0100079760002892   
0601BLA1Y       20170101002760100000005000 0100079960002894   
0601BLA1Y       20170101002765100000005000 0100080150002896   
0601BLA1Y       20170101002770100000005000 0100080340002898   
0601BLA1Y       20170101002775100000005000 0100080540002900   
0601BLA1Y       20170101002780100000005000 0100080730002901   
0601BLA1Y       20170101002785100000005000 0100080920002903   
0601BLA1Y       20170101002790100000005000 0100081130002905   
0601BLA1Y       20170101002795100000005000 0100081320002907   
0601BLA1Y       20170101002800100000005000 0100081510002908   
0601BLA1Y       20170101002805100000005000 0100081710002910   
0601BLA1Y       20170101002810100000005000 0100081900002912   
0601BLA1Y       20170101002815100000005000 0100082090002914   
0601BLA1Y       20170101002820100000005000 0100082290002916   
0601BLA1Y       20170101002825100000005000 0100082480002917   
0601BLA1Y       20170101002830100000005000 0100082670002919   
0601BLA1Y       20170101002835100000005000 0100082870002921   
0601BLA1Y       20170101002840100000005000 0100083060002922   
0601BLA1Y       20170101002845100000005000 0100083260002924   
0601BLA1Y       20170101002850100000005000 0100083460002926   
0601BLA1Y       20170101002855100000005000 0100083650002927   
0601BLA1Y       20170101002860100000005000 0100083840002929   
0601BLA1Y       20170101002865100000005000 0100084040002931   
0601BLA1Y       20170101002870100000005000 0100084230002932   
0601BLA1Y       20170101002875100000005000 0100084420002934   
0601BLA1Y       20170101002880100000005000 0100084620002936   
0601BLA1Y       20170101002885100000005000 0100084810002937   
0601BLA1Y       20170101002890100000005000 0100085010002939   
0601BLA1Y       20170101002895100000005000 0100085210002941   
0601BLA1Y       20170101002900100000005000 0100085400002942   
0601BLA1Y       20170101002905100000005000 0100085590002944   
0601BLA1Y       20170101002910100000005000 0100085790002946   
0601BLA1Y       20170101002915100000005000 0100085980002947   
0601BLA1Y       20170101002920100000005000 0100086170002949   
0601BLA1Y       20170101002925100000005000 0100086370002950   
0601BLA1Y       20170101002930100000005000 0100086560002952   
0601BLA1Y       20170101002935100000005000 0100086760002954   
0601BLA1Y       20170101002940100000005000 0100086960002955   
0601BLA1Y       20170101002945100000005000 0100087150002957   
0601BLA1Y       20170101002950100000005000 0100087340002958   
0601BLA1Y       20170101002955100000005000 0100087540002960   
0601BLA1Y       20170101002960100000005000 0100087730002961   
0601BLA1Y       20170101002965100000005000 0100087920002963   
0601BLA1Y       20170101002970100000005000 0100088130002965   
0601BLA1Y       20170101002975100000005000 0100088320002966   
0601BLA1Y       20170101002980100000005000 0100088510002968   
0601BLA1Y       20170101002985100000005000 0100088710002969   
0601BLA1Y       20170101002990100000005000 0100088900002971   
0601BLA1Y       20170101002995100000005000 0100089090002972   
0601BLA1Y       20170101003000100000500000 0100098940003044   
0601BLA1Y       20170101003500100000500000 0100118540003161   
0601BLA1Y       20170101004000100000500000 0100138230003252   
0601BLA1Y       20170101004500100000500000 0100158020003327   
0601BLA1Y       20170101005000100000500000 0100177890003388   
0601BLA1Y       20170101005500100000500000 0100197850003441   
0601BLA1Y       20170101006000100000500000 0100217870003486   
0601BLA1Y       20170101006500100000500000 0100237940003525   
0601BLA1Y       20170101007000100000500000 0100258070003560   
0601BLA1Y       20170101007500100000500000 0100277540003581   
0601BLA1Y       20170101008000100000500000 0100297020003600   
0601BLA1Y       20170101008500100000500000 0100316550003618   
0601BLA1Y       20170101009000100000500000 0100336130003634   
0601BLA1Y       20170101009500100000500000 0100355750003649   
0601BLA1Y       20170101010000100005000000 0100469060003752   
0601BLA1Y       20170101015000100005000000 0100659040003766   
0601BLA1Y       20170101020000100005000000 0100849020003773   
0601BLA1Y       20170101025000100005000000 0101039000003778   
0601BLA1Y       20170101030000100005000000 0101228990003782   
0601BLA1Y       20170101035000100005000000 0101418960003784   
0601BLA1Y       20170101040000100005000000 0101608950003786   
0601BLA1Y       20170101045000100005000000 0101798930003787   
0601BLA1Y       20170101050000100005000000 0101988910003788   
0601BLA1Y       20170101055000100005000000 0102178890003789   
0601BLA1Y       20170101060000100005000000 0102368870003790   
0601BLA1Y       20170101065000100005000000 0102558850003791   
0601BLA1Y       20170101070000100005000000 0102748840003792   
0601BLA1Y       20170101075000100005000000 0102938810003792   
0601BLA1Y       20170101080000100005000000 0103128800003792   
0601BLA1Y       20170101085000100005000000 0103318780003793   
0601BLA1Y       20170101090000100005000000 0103508760003793   
0601BLA1Y       20170101095000100005000000 0103698740003794   
0601BLA2Y       20170101000000100000120000 0200000000000000   
0601BLA2Y       20170101000120100000005000 0200000000000000   
0601BLA2Y       20170101000125100000005000 0200000010000008   
0601BLA2Y       20170101000130100000005000 0200000010000008   
0601BLA2Y       20170101000135100000005000 0200000010000007   
0601BLA2Y       20170101000140100000005000 0200000010000007   
0601BLA2Y       20170101000145100000005000 0200000010000007   
0601BLA2Y       20170101000150100000005000 0200000010000007   
0601BLA2Y       20170101000155100000005000 0200000010000006   
0601BLA2Y       20170101000160100000005000 0200000010000006   
0601BLA2Y       20170101000165100000005000 0200000020000012   
0601BLA2Y       20170101000170100000005000 0200000020000012   
0601BLA2Y       20170101000175100000005000 0200000020000011   
0601BLA2Y       20170101000180100000005000 0200000020000011   
0601BLA2Y       20170101000185100000005000 0200000020000011   
0601BLA2Y       20170101000190100000005000 0200000020000010   
0601BLA2Y       20170101000195100000005000 0200000020000010   
0601BLA2Y       20170101000200100000005000 0200000030000015   
0601BLA2Y       20170101000205100000005000 0200000030000014   
0601BLA2Y       20170101000210100000005000 0200000030000014   
0601BLA2Y       20170101000215100000005000 0200000030000014   
0601BLA2Y       20170101000220100000005000 0200000030000013   
0601BLA2Y       20170101000225100000005000 0200000030000013   
0601BLA2Y       20170101000230100000005000 0200000030000013   
0601BLA2Y       20170101000235100000005000 0200000030000013   
0601BLA2Y       20170101000240100000005000 0200000040000016   
0601BLA2Y       20170101000245100000005000 0200000040000016   
0601BLA2Y       20170101000250100000005000 0200000040000016   
0601BLA2Y       20170101000255100000005000 0200000040000016   
0601BLA2Y       20170101000260100000005000 0200000040000015   
0601BLA2Y       20170101000265100000005000 0200000040000015   
0601BLA2Y       20170101000270100000005000 0200000040000015   
0601BLA2Y       20170101000275100000005000 0200000040000014   
0601BLA2Y       20170101000280100000005000 0200000050000018   
0601BLA2Y       20170101000285100000005000 0200000050000017   
0601BLA2Y       20170101000290100000005000 0200000050000017   
0601BLA2Y       20170101000295100000005000 0200000050000017   
0601BLA2Y       20170101000300100000005000 0200000050000017   
0601BLA2Y       20170101000305100000005000 0200000050000016   
0601BLA2Y       20170101000310100000005000 0200000050000016   
0601BLA2Y       20170101000315100000005000 0200000060000019   
0601BLA2Y       20170101000320100000005000 0200000060000019   
0601BLA2Y       20170101000325100000005000 0200000060000018   
0601BLA2Y       20170101000330100000005000 0200000060000018   
0601BLA2Y       20170101000335100000005000 0200000060000018   
0601BLA2Y       20170101000340100000005000 0200000060000018   
0601BLA2Y       20170101000345100000005000 0200000060000017   
0601BLA2Y       20170101000350100000005000 0200000060000017   
0601BLA2Y       20170101000355100000005000 0200000070000020   
0601BLA2Y       20170101000360100000005000 0200000070000019   
0601BLA2Y       20170101000365100000005000 0200000070000019   
0601BLA2Y       20170101000370100000005000 0200000090000024   
0601BLA2Y       20170101000375100000005000 0200000090000024   
0601BLA2Y       20170101000380100000005000 0200000100000026   
0601BLA2Y       20170101000385100000005000 0200000100000026   
0601BLA2Y       20170101000390100000005000 0200000100000025   
0601BLA2Y       20170101000395100000005000 0200000110000028   
0601BLA2Y       20170101000400100000005000 0200000110000027   
0601BLA2Y       20170101000405100000005000 0200000160000039   
0601BLA2Y       20170101000410100000005000 0200000240000058   
0601BLA2Y       20170101000415100000005000 0200000330000079   
0601BLA2Y       20170101000420100000005000 0200000420000099   
0601BLA2Y       20170101000425100000005000 0200000500000117   
0601BLA2Y       20170101000430100000005000 0200000590000136   
0601BLA2Y       20170101000435100000005000 0200000680000155   
0601BLA2Y       20170101000440100000005000 0200000770000174   
0601BLA2Y       20170101000445100000005000 0200000870000194   
0601BLA2Y       20170101000450100000005000 0200000960000212   
0601BLA2Y       20170101000455100000005000 0200001050000230   
0601BLA2Y       20170101000460100000005000 0200001150000249   
0601BLA2Y       20170101000465100000005000 0200001240000265   
0601BLA2Y       20170101000470100000005000 0200001340000284   
0601BLA2Y       20170101000475100000005000 0200001440000302   
0601BLA2Y       20170101000480100000005000 0200001530000317   
0601BLA2Y       20170101000485100000005000 0200001630000334   
0601BLA2Y       20170101000490100000005000 0200001730000351   
0601BLA2Y       20170101000495100000005000 0200001830000368   
