00SG               20161130                                                                                   
0601SGC5Y       20170101002340100000005000 0500000000001884   
0601SGC5Y       20170101002345100000005000 0500000000001887   
0601SGC5Y       20170101002350100000005000 0500000000001888   
0601SGC5Y       20170101002355100000005000 0500000000001892   
0601SGC5Y       20170101002360100000005000 0500000000001895   
0601SGC5Y       20170101002365100000005000 0500000000001896   
0601SGC5Y       20170101002370100000005000 0500000000001900   
0601SGC5Y       20170101002375100000005000 0500000000001903   
0601SGC5Y       20170101002380100000005000 0500000000001904   
0601SGC5Y       20170101002385100000005000 0500000000001908   
0601SGC5Y       20170101002390100000005000 0500000000001911   
0601SGC5Y       20170101002395100000005000 0500000000001912   
0601SGC5Y       20170101002400100000005000 0500000000001916   
0601SGC5Y       20170101002405100000005000 0500000000001919   
0601SGC5Y       20170101002410100000005000 0500000000001920   
0601SGC5Y       20170101002415100000005000 0500000000001923   
0601SGC5Y       20170101002420100000005000 0500000000001926   
0601SGC5Y       20170101002425100000005000 0500000000001928   
0601SGC5Y       20170101002430100000005000 0500000000001931   
0601SGC5Y       20170101002435100000005000 0500000000001934   
0601SGC5Y       20170101002440100000005000 0500000000001935   
0601SGC5Y       20170101002445100000005000 0500000000001939   
0601SGC5Y       20170101002450100000005000 0500000000001941   
0601SGC5Y       20170101002455100000005000 0500000000001943   
0601SGC5Y       20170101002460100000005000 0500000000001946   
0601SGC5Y       20170101002465100000005000 0500000000001949   
0601SGC5Y       20170101002470100000005000 0500000000001950   
0601SGC5Y       20170101002475100000005000 0500000000001954   
0601SGC5Y       20170101002480100000005000 0500000000001956   
0601SGC5Y       20170101002485100000005000 0500000000001958   
0601SGC5Y       20170101002490100000005000 0500000000001961   
0601SGC5Y       20170101002495100000005000 0500000000001964   
0601SGC5Y       20170101002500100000050000 0500000000001976   
0601SGC5Y       20170101002550100000050000 0500000000002000   
0601SGC5Y       20170101002600100000050000 0500000000002023   
0601SGC5Y       20170101002650100000050000 0500000000002044   
0601SGC5Y       20170101002700100000050000 0500000000002066   
0601SGC5Y       20170101002750100000050000 0500000000002087   
0601SGC5Y       20170101002800100000050000 0500000000002106   
0601SGC5Y       20170101002850100000050000 0500000000002126   
0601SGC5Y       20170101002900100000050000 0500000000002145   
0601SGC5Y       20170101002950100000050000 0500000000002162   
0601SGC5Y       20170101003000100000050000 0500000000002180   
0601SGC5Y       20170101003050100000050000 0500000000002198   
0601SGC5Y       20170101003100100000050000 0500000000002214   
0601SGC5Y       20170101003150100000050000 0500000000002231   
0601SGC5Y       20170101003200100000050000 0500000000002247   
0601SGC5Y       20170101003250100000050000 0500000000002261   
0601SGC5Y       20170101003300100000050000 0500000000002276   
0601SGC5Y       20170101003350100000050000 0500000000002291   
0601SGC5Y       20170101003400100000050000 0500000000002305   
0601SGC5Y       20170101003450100000050000 0500000000002319   
0601SGC5Y       20170101003500100000050000 0500000000002333   
0601SGC5Y       20170101003550100000050000 0500000000002345   
0601SGC5Y       20170101003600100000050000 0500000000002358   
0601SGC5Y       20170101003650100000050000 0500000000002371   
0601SGC5Y       20170101003700100000050000 0500000000002382   
0601SGC5Y       20170101003750100000050000 0500000000002395   
0601SGC5Y       20170101003800100000050000 0500000000002406   
0601SGC5Y       20170101003850100000050000 0500000000002417   
0601SGC5Y       20170101003900100000050000 0500000000002428   
0601SGC5Y       20170101003950100000050000 0500000000002439   
0601SGC5Y       20170101004000100000050000 0500000000002449   
0601SGC5Y       20170101004050100000050000 0500000000002460   
0601SGC5Y       20170101004100100000050000 0500000000002470   
0601SGC5Y       20170101004150100000050000 0500000000002480   
0601SGC5Y       20170101004200100000050000 0500000000002490   
0601SGC5Y       20170101004250100000050000 0500000000002499   
0601SGC5Y       20170101004300100000050000 0500000000002508   
0601SGC5Y       20170101004350100000050000 0500000000002517   
0601SGC5Y       20170101004400100000050000 0500000000002526   
0601SGC5Y       20170101004450100000050000 0500000000002534   
0601SGC5Y       20170101004500100000050000 0500000000002543   
0601SGC5Y       20170101004550100000050000 0500000000002552   
0601SGC5Y       20170101004600100000050000 0500000000002559   
0601SGC5Y       20170101004650100000050000 0500000000002568   
0601SGC5Y       20170101004700100000050000 0500000000002576   
0601SGC5Y       20170101004750100000050000 0500000000002583   
0601SGC5Y       20170101004800100000050000 0500000000002591   
0601SGC5Y       20170101004850100000050000 0500000000002597   
0601SGC5Y       20170101004900100000050000 0500000000002602   
0601SGC5Y       20170101004950100000050000 0500000000002607   
0601SGC5Y       20170101005000100000050000 0500000000002612   
0601SGC5Y       20170101005050100000050000 0500000000002617   
0601SGC5Y       20170101005100100000050000 0500000000002622   
0601SGC5Y       20170101005150100000050000 0500000000002627   
0601SGC5Y       20170101005200100000050000 0500000000002632   
0601SGC5Y       20170101005250100000050000 0500000000002636   
0601SGC5Y       20170101005300100000050000 0500000000002641   
0601SGC5Y       20170101005350100000050000 0500000000002645   
0601SGC5Y       20170101005400100000050000 0500000000002650   
0601SGC5Y       20170101005450100000050000 0500000000002655   
0601SGC5Y       20170101005500100000050000 0500000000002659   
0601SGC5Y       20170101005550100000050000 0500000000002663   
0601SGC5Y       20170101005600100000050000 0500000000002667   
0601SGC5Y       20170101005650100000050000 0500000000002671   
0601SGC5Y       20170101005700100000050000 0500000000002675   
0601SGC5Y       20170101005750100000050000 0500000000002679   
0601SGC5Y       20170101005800100000050000 0500000000002683   
0601SGC5Y       20170101005850100000050000 0500000000002687   
0601SGC5Y       20170101005900100000050000 0500000000002691   
0601SGC5Y       20170101005950100000050000 0500000000002694   
0601SGC5Y       20170101006000100000050000 0500000000002698   
0601SGC5Y       20170101006050100000050000 0500000000002702   
0601SGC5Y       20170101006100100000050000 0500000000002705   
0601SGC5Y       20170101006150100000050000 0500000000002708   
0601SGC5Y       20170101006200100000050000 0500000000002712   
0601SGC5Y       20170101006250100000050000 0500000000002715   
0601SGC5Y       20170101006300100000050000 0500000000002719   
0601SGC5Y       20170101006350100000050000 0500000000002721   
0601SGC5Y       20170101006400100000050000 0500000000002725   
0601SGC5Y       20170101006450100000050000 0500000000002728   
0601SGC5Y       20170101006500100000050000 0500000000002731   
0601SGC5Y       20170101006550100000050000 0500000000002734   
0601SGC5Y       20170101006600100000050000 0500000000002738   
0601SGC5Y       20170101006650100000050000 0500000000002740   
0601SGC5Y       20170101006700100000050000 0500000000002743   
0601SGC5Y       20170101006750100000050000 0500000000002746   
0601SGC5Y       20170101006800100000050000 0500000000002749   
0601SGC5Y       20170101006850100000050000 0500000000002752   
0601SGC5Y       20170101006900100000050000 0500000000002755   
0601SGC5Y       20170101006950100000050000 0500000000002757   
0601SGC5Y       20170101007000100000050000 0500000000002760   
0601SGC5Y       20170101007050100000050000 0500000000002763   
0601SGC5Y       20170101007100100000050000 0500000000002765   
0601SGC5Y       20170101007150100000050000 0500000000002768   
0601SGC5Y       20170101007200100000050000 0500000000002771   
0601SGC5Y       20170101007250100000050000 0500000000002773   
0601SGC5Y       20170101007300100000050000 0500000000002776   
0601SGC5Y       20170101007350100000050000 0500000000002778   
0601SGC5Y       20170101007400100000050000 0500000000002780   
0601SGC5Y       20170101007450100000050000 0500000000002783   
0601SGC5Y       20170101007500100000050000 0500000000002786   
0601SGC5Y       20170101007550100000050000 0500000000002788   
0601SGC5Y       20170101007600100000050000 0500000000002790   
0601SGC5Y       20170101007650100000050000 0500000000002793   
0601SGC5Y       20170101007700100000050000 0500000000002795   
0601SGC5Y       20170101007750100000050000 0500000000002797   
0601SGC5Y       20170101007800100000050000 0500000000002799   
0601SGC5Y       20170101007850100000050000 0500000000002801   
0601SGC5Y       20170101007900100000050000 0500000000002804   
0601SGC5Y       20170101007950100000050000 0500000000002806   
0601SGC5Y       20170101008000100000050000 0500000000002808   
0601SGC5Y       20170101008050100000050000 0500000000002810   
0601SGC5Y       20170101008100100000050000 0500000000002812   
0601SGC5Y       20170101008150100000050000 0500000000002814   
0601SGC5Y       20170101008200100000050000 0500000000002816   
0601SGC5Y       20170101008250100000050000 0500000000002818   
0601SGC5Y       20170101008300100000050000 0500000000002820   
0601SGC5Y       20170101008350100000050000 0500000000002822   
0601SGC5Y       20170101008400100000050000 0500000000002824   
0601SGC5Y       20170101008450100000050000 0500000000002825   
0601SGC5Y       20170101008500100000050000 0500000000002827   
0601SGC5Y       20170101008550100000050000 0500000000002829   
0601SGC5Y       20170101008600100000050000 0500000000002830   
0601SGC5Y       20170101008650100000050000 0500000000002831   
0601SGC5Y       20170101008700100000050000 0500000000002832   
0601SGC5Y       20170101008750100000050000 0500000000002833   
0601SGC5Y       20170101008800100000050000 0500000000002834   
0601SGC5Y       20170101008850100000050000 0500000000002835   
0601SGC5Y       20170101008900100000050000 0500000000002836   
0601SGC5Y       20170101008950100000050000 0500000000002837   
0601SGC5Y       20170101009000100000050000 0500000000002838   
0601SGC5Y       20170101009050100000050000 0500000000002839   
0601SGC5Y       20170101009100100000050000 0500000000002840   
0601SGC5Y       20170101009150100000050000 0500000000002841   
0601SGC5Y       20170101009200100000050000 0500000000002842   
0601SGC5Y       20170101009250100000050000 0500000000002843   
0601SGC5Y       20170101009300100000050000 0500000000002844   
0601SGC5Y       20170101009350100000050000 0500000000002845   
0601SGC5Y       20170101009400100000050000 0500000000002846   
0601SGC5Y       20170101009450100000050000 0500000000002847   
0601SGC5Y       20170101009500100000050000 0500000000002847   
0601SGC5Y       20170101009550100000050000 0500000000002848   
0601SGC5Y       20170101009600100000050000 0500000000002849   
0601SGC5Y       20170101009650100000050000 0500000000002850   
0601SGC5Y       20170101009700100000050000 0500000000002851   
0601SGC5Y       20170101009750100000050000 0500000000002852   
0601SGC5Y       20170101009800100000050000 0500000000002853   
0601SGC5Y       20170101009850100000050000 0500000000002854   
0601SGC5Y       20170101009900100000050000 0500000000002855   
0601SGC5Y       20170101009950100000050000 0500000000002855   
0601SGC5Y       20170101010000100000050000 0500000000002856   
0601SGC5Y       20170101010050100000050000 0500000000002857   
0601SGC5Y       20170101010100100000050000 0500000000002858   
0601SGC5Y       20170101010150100000050000 0500000000002858   
