00AG               20161121                                                                                   
0601AGA5N       20170101000320100000005000 0500000030000010   
0601AGA5N       20170101000325100000005000 0500000030000010   
0601AGA5N       20170101000330100000005000 0500000030000010   
0601AGA5N       20170101000335100000005000 0500000030000010   
0601AGA5N       20170101000340100000005000 0500000030000010   
0601AGA5N       20170101000345100000005000 0500000030000010   
0601AGA5N       20170101000350100000005000 0500000030000010   
0601AGA5N       20170101000355100000005000 0500000030000010   
0601AGA5N       20170101000360100000005000 0500000030000010   
0601AGA5N       20170101000365100000005000 0500000030000010   
0601AGA5N       20170101000370100000005000 0500000030000010   
0601AGA5N       20170101000375100000005000 0500000030000010   
0601AGA5N       20170101000380100000005000 0500000030000010   
0601AGA5N       20170101000385100000005000 0500000030000010   
0601AGA5N       20170101000390100000005000 0500000030000010   
0601AGA5N       20170101000395100000005000 0500000030000010   
0601AGA5N       20170101000400100000005000 0500000040000010   
0601AGA5N       20170101000405100000005000 0500000040000010   
0601AGA5N       20170101000410100000005000 0500000040000010   
0601AGA5N       20170101000415100000005000 0500000040000010   
0601AGA5N       20170101000420100000005000 0500000040000010   
0601AGA5N       20170101000425100000005000 0500000040000010   
0601AGA5N       20170101000430100000005000 0500000040000010   
0601AGA5N       20170101000435100000005000 0500000040000010   
0601AGA5N       20170101000440100000005000 0500000040000010   
0601AGA5N       20170101000445100000005000 0500000040000010   
0601AGA5N       20170101000450100000005000 0500000040000010   
0601AGA5N       20170101000455100000005000 0500000040000010   
0601AGA5N       20170101000460100000005000 0500000040000010   
0601AGA5N       20170101000465100000005000 0500000040000010   
0601AGA5N       20170101000470100000005000 0500000040000010   
0601AGA5N       20170101000475100000005000 0500000040000010   
0601AGA5N       20170101000480100000005000 0500000040000010   
0601AGA5N       20170101000485100000005000 0500000040000010   
0601AGA5N       20170101000490100000005000 0500000040000010   
0601AGA5N       20170101000495100000005000 0500000040000010   
0601AGA5N       20170101000500100000005000 0500000050000010   
0601AGA5N       20170101000505100000005000 0500000050000010   
0601AGA5N       20170101000510100000005000 0500000050000010   
0601AGA5N       20170101000515100000005000 0500000050000010   
0601AGA5N       20170101000520100000005000 0500000050000010   
0601AGA5N       20170101000525100000005000 0500000050000010   
0601AGA5N       20170101000530100000005000 0500000050000010   
0601AGA5N       20170101000535100000005000 0500000050000010   
0601AGA5N       20170101000540100000005000 0500000050000010   
0601AGA5N       20170101000545100000005000 0500000050000010   
0601AGA5N       20170101000550100000005000 0500000050000010   
0601AGA5N       20170101000555100000005000 0500000050000010   
0601AGA5N       20170101000560100000005000 0500000050000010   
0601AGA5N       20170101000565100000005000 0500000050000010   
0601AGA5N       20170101000570100000005000 0500000050000010   
0601AGA5N       20170101000575100000005000 0500000050000010   
0601AGA5N       20170101000580100000005000 0500000050000010   
0601AGA5N       20170101000585100000005000 0500000050000010   
0601AGA5N       20170101000590100000005000 0500000050000010   
0601AGA5N       20170101000595100000005000 0500000050000010   
0601AGA5N       20170101000600100000005000 0500000120000020   
0601AGA5N       20170101000605100000005000 0500000120000020   
0601AGA5N       20170101000610100000005000 0500000180000030   
0601AGA5N       20170101000615100000005000 0500000180000030   
0601AGA5N       20170101000620100000005000 0500000180000030   
0601AGA5N       20170101000625100000005000 0500000250000040   
0601AGA5N       20170101000630100000005000 0500000250000040   
0601AGA5N       20170101000635100000005000 0500000250000040   
0601AGA5N       20170101000640100000005000 0500000320000050   
0601AGA5N       20170101000645100000005000 0500000640000100   
0601AGA5N       20170101000650100000005000 0500000650000100   
0601AGA5N       20170101000655100000005000 0500000720000110   
0601AGA5N       20170101000660100000005000 0500000720000110   
0601AGA5N       20170101000665100000005000 0500000800000120   
0601AGA5N       20170101000670100000005000 0500000800000120   
0601AGA5N       20170101000675100000005000 0500000880000130   
0601AGA5N       20170101000680100000005000 0500000950000140   
0601AGA5N       20170101000685100000005000 0500000960000140   
0601AGA5N       20170101000690100000005000 0500001030000150   
0601AGA5N       20170101000695100000005000 0500001180000170   
0601AGA5N       20170101000700100000005000 0500001260000180   
0601AGA5N       20170101000705100000005000 0500001270000180   
0601AGA5N       20170101000710100000005000 0500001350000190   
0601AGA5N       20170101000715100000005000 0500001430000200   
0601AGA5N       20170101000720100000005000 0500001440000200   
0601AGA5N       20170101000725100000005000 0500001520000210   
0601AGA5N       20170101000730100000005000 0500001610000220   
0601AGA5N       20170101000735100000005000 0500001620000220   
0601AGA5N       20170101000740100000005000 0500001700000230   
0601AGA5N       20170101000745100000005000 0500001860000250   
0601AGA5N       20170101000750100000005000 0500001950000260   
0601AGA5N       20170101000755100000005000 0500001960000260   
0601AGA5N       20170101000760100000005000 0500002050000270   
0601AGA5N       20170101000765100000005000 0500002140000280   
0601AGA5N       20170101000770100000005000 0500002240000290   
0601AGA5N       20170101000775100000005000 0500002250000290   
0601AGA5N       20170101000780100000005000 0500002340000300   
0601AGA5N       20170101000785100000005000 0500002440000310   
0601AGA5N       20170101000790100000005000 0500002610000330   
0601AGA5N       20170101000795100000005000 0500002710000340   
0601AGA5N       20170101000800100000005000 0500002720000340   
0601AGA5N       20170101000805100000005000 0500002820000350   
0601AGA5N       20170101000810100000005000 0500002920000360   
0601AGA5N       20170101000815100000005000 0500002940000360   
0601AGA5N       20170101000820100000005000 0500003040000370   
0601AGA5N       20170101000825100000005000 0500003060000370   
0601AGA5N       20170101000830100000005000 0500003160000380   
0601AGA5N       20170101000835100000005000 0500003260000390   
0601AGA5N       20170101000840100000005000 0500003370000400   
0601AGA5N       20170101000845100000005000 0500003470000410   
0601AGA5N       20170101000850100000005000 0500003490000410   
0601AGA5N       20170101000855100000005000 0500003600000420   
0601AGA5N       20170101000860100000005000 0500003700000430   
0601AGA5N       20170101000865100000005000 0500003810000440   
0601AGA5N       20170101000870100000005000 0500003830000440   
0601AGA5N       20170101000875100000005000 0500003940000450   
0601AGA5N       20170101000880100000005000 0500004050000460   
0601AGA5N       20170101000885100000005000 0500004170000470   
0601AGA5N       20170101000890100000005000 0500004190000470   
0601AGA5N       20170101000895100000005000 0500004300000480   
0601AGA5N       20170101000900100000005000 0500004420000490   
0601AGA5N       20170101000905100000005000 0500004440000490   
0601AGA5N       20170101000910100000005000 0500004560000500   
0601AGA5N       20170101000915100000005000 0500004670000510   
0601AGA5N       20170101000920100000005000 0500004700000510   
0601AGA5N       20170101000925100000005000 0500004820000520   
0601AGA5N       20170101000930100000005000 0500004940000530   
0601AGA5N       20170101000935100000005000 0500004960000530   
0601AGA5N       20170101000940100000005000 0500005080000540   
0601AGA5N       20170101000945100000005000 0500005210000550   
0601AGA5N       20170101000950100000005000 0500005330000560   
0601AGA5N       20170101000955100000005000 0500005360000560   
0601AGA5N       20170101000960100000005000 0500005480000570   
0601AGA5N       20170101000965100000005000 0500005510000570   
0601AGA5N       20170101000970100000005000 0500005640000580   
0601AGA5N       20170101000975100000005000 0500005760000590   
0601AGA5N       20170101000980100000005000 0500005790000590   
0601AGA5N       20170101000985100000005000 0500005920000600   
0601AGA5N       20170101000990100000005000 0500006050000610   
0601AGA5N       20170101000995100000005000 0500006080000610   
0601AGA5N       20170101001000100000050000 0500000000000650   
0601AGA5N       20170101001050100000050000 0500000000000710   
0601AGA5N       20170101001100100000050000 0500000000000760   
0601AGA5N       20170101001150100000050000 0500000000000830   
0601AGA5N       20170101001200100000050000 0500000000000890   
0601AGA5N       20170101001250100000050000 0500000000000950   
0601AGA5N       20170101001300100000050000 0500000000001000   
0601AGA5N       20170101001350100000050000 0500000000001050   
0601AGA5N       20170101001400100000050000 0500000000001100   
0601AGA5N       20170101001450100000050000 0500000000001150   
0601AGA5N       20170101001500100000050000 0500000000001210   
0601AGA5N       20170101001550100000050000 0500000000001250   
0601AGA5N       20170101001600100000050000 0500000000001300   
0601AGA5N       20170101001650100000050000 0500000000001340   
0601AGA5N       20170101001700100000050000 0500000000001380   
0601AGA5N       20170101001750100000050000 0500000000001420   
0601AGA5N       20170101001800100000050000 0500000000001460   
0601AGA5N       20170101001850100000050000 0500000000001500   
0601AGA5N       20170101001900100000050000 0500000000001540   
0601AGA5N       20170101001950100000050000 0500000000001570   
0601AGA5N       20170101002000100000050000 0500000000001600   
0601AGA5N       20170101002050100000050000 0500000000001640   
0601AGA5N       20170101002100100000050000 0500000000001670   
0601AGA5N       20170101002150100000050000 0500000000001700   
0601AGA5N       20170101002200100000050000 0500000000001740   
0601AGA5N       20170101002250100000050000 0500000000001770   
0601AGA5N       20170101002300100000050000 0500000000001800   
0601AGA5N       20170101002350100000050000 0500000000001830   
0601AGA5N       20170101002400100000050000 0500000000001860   
0601AGA5N       20170101002450100000050000 0500000000001880   
0601AGA5N       20170101002500100000050000 0500000000001910   
